1.605392968820597899e+00,1.376044423011200390e-01,2.899669505835187136e-02,1.013890508592571349e+00,6.585625903788964175e-01,1.680888691667183243e+00,-3.115029993786515017e-01,9.354681034325235123e-01,-1.187590098996131951e-02,-3.867298622631423766e-01,8.879677557844977143e-01,9.428929785535821173e-01,1.621113810122901899e+00,7.079984295728709576e-01
9.890963355565313142e-02,-4.873762139379874903e+00,-5.688037855857774439e+00,1.529709173265327848e-01,-6.728705657846019150e-01,-3.579065785779348419e-01,-7.852604880883831684e-02,1.846429022104892348e-01,2.269843331328578184e-01,-7.182650163748101058e-01,-1.105213654085777542e+00,1.282371827118519436e-01,-1.368061721573251788e+00,-1.843787487061564034e+00
-1.582768627115441473e-01,8.146270197413349456e-02,-1.865515837253968511e-03,-4.874731349220584598e-02,6.964980038799552936e-03,1.005843280689852648e+01,-1.760387017297686540e-01,-6.774404443031190048e-01,-5.240877315680186888e-01,-9.421875817361367866e-02,-1.919288470884356335e-01,-8.009839774083214736e-02,-2.610338037100507491e-01,-1.867321272531273502e-01
2.773907589451753974e-01,-1.088264840125920729e+00,-2.730118768601322632e+00,-1.707061754426530964e+00,-4.521956732514449406e+00,1.122531604784256398e+00,1.299718343407540444e-01,-3.232775927596180932e-01,-7.864006201515720829e-01,4.539116279891038386e-01,-1.380457621898579346e+00,-1.190348371348716600e-01,-4.592135807753159327e-01,-1.694319247572549481e+00
-1.376031438128500595e+00,6.670532255584530335e-01,3.161234759547512763e+00,4.885624899354684914e+00,-6.403175586903836480e-01,1.029492103897953870e+00,-2.439389953972801450e+00,1.202558564875315206e+00,-4.786448252455781649e-01,5.974556403446743547e-01,-1.115765266179796100e+00,-1.769256919925748184e+00,-1.152974750015621996e+00,-4.549228625336866116e+00
-5.033223240451391023e-01,-4.061684436810537591e-01,-8.963773020198342323e-01,-3.855572137600828064e+00,-6.090306529389695633e+00,-6.565145907165507166e-01,-1.651553196279413604e-01,2.826977114403709801e-01,-3.545175539307245383e-01,1.487689865765538522e-01,-1.587050310150600052e-01,1.223506988174940302e+00,-1.681951070311415330e+00,-8.937279475352026825e-01
6.416325367854115447e-01,-1.193438469357258169e+00,6.335947573223381646e-01,1.076018376282570088e+01,-2.728406382328333546e+00,3.324146284429264075e-01,1.147612571068773596e-01,7.433446932725555900e-01,2.933113420220360146e-01,-4.074918240667479985e-01,-1.053999599093835976e-01,5.357543689202971804e-02,1.218757032691702547e+00,2.427153512130626467e+00
-4.874600035468553472e+00,-3.595863983405012121e+00,-5.280191655176728283e+00,-2.796145274199710151e+00,-2.983031395618067627e+00,-2.703029782889510457e+00,-2.337275767654718894e+00,-2.309966892844214748e+00,-3.852956014109008454e+00,3.636965960925568897e-01,-1.893104652580940073e+00,-6.135438574501407949e+00,-3.458838221865139229e+00,-1.642232045517715844e-01
2.541020614744804007e+00,1.718946239953862420e+00,2.619374424873236240e+00,1.295676095448905496e+00,1.462042701868176975e+00,6.120340643783233059e-01,5.057905622853507976e-01,-1.325323935797404484e+00,-5.807779807026730579e-01,2.007762017270020849e-01,5.764877658466186494e-01,-2.372580940887506762e-01,7.109136179076321893e-01,8.635684285620016665e-01
-1.426865072935486367e+00,1.602867903597379184e-01,-5.454892005569763613e-01,5.091211208640519237e-01,6.330801536277993469e-01,-8.444422963934480109e+00,4.354121296937293328e-01,-1.463442391203525761e-01,-4.877164389697664637e-01,2.951059539991021108e-01,9.298645511708441003e-01,8.893744756076288338e-01,2.614654136285282870e+00,7.801420653703208252e+00
